Plot Title: HOBO2,,,,,,,
#,"Date Time, GMT-06:00","Rain, mm (LGR S/N: 10743533, SEN S/N: 523303, LBL: Rain Gauge )","Temp, °C (LGR S/N: 10743533, SEN S/N: 10698881, LBL: Temperature)","RH, % (LGR S/N: 10743533, SEN S/N: 10698881, LBL: Relative Humidity)","Wind Speed, m/s (LGR S/N: 10743533, SEN S/N: 10796394, LBL: Anemometer)","Gust Speed, m/s (LGR S/N: 10743533, SEN S/N: 10796394, LBL: Anemometer)","DewPt, °C (LGR S/N: 10743533, SEN S/N: 10698881)"
1,2021-05-11 14:00,,6.712,86.8,0,2.52,4.7
2,2021-05-11 14:30,0,6.484,79,0.5,2.52,3.1
3,2021-05-11 15:00,0,8.295,67.3,0,1.01,2.6
4,2021-05-11 15:30,0,9.41,61,0,2.52,2.3
5,2021-05-11 16:00,0,9.312,59,0.5,2.52,1.7
6,2021-05-11 16:30,0,7.167,72.8,0.5,2.52,2.6
7,2021-05-11 17:00,0.6,6.408,85.1,0.5,2.01,4.1
8,2021-05-11 17:30,0,7.945,72,1.01,3.02,3.2
9,2021-05-11 18:00,0,6.661,84.4,0,2.52,4.2
10,2021-05-11 18:30,0,6.56,83.8,0,1.51,4
11,2021-05-11 19:00,0,6.661,77.4,0.5,3.52,3
12,2021-05-11 19:30,0,5.282,82.3,0.5,2.52,2.5
13,2021-05-11 20:00,0,4.895,82.9,0.5,3.02,2.2
14,2021-05-11 20:30,0,3.906,84.6,0.5,2.52,1.6
15,2021-05-11 21:00,0,3.248,86.3,0.5,2.52,1.2
16,2021-05-11 21:30,0,2.53,87.3,0.5,3.52,0.6
17,2021-05-11 22:00,0,1.994,88.3,0.5,2.52,0.3
18,2021-05-11 22:30,0,1.724,88.9,0.5,2.52,0.1
19,2021-05-11 23:00,0,1.317,89.5,0.5,3.02,-0.2
20,2021-05-11 23:30,0,1.153,90.1,0,2.01,-0.3
21,2021-05-12 0:00,0,0.632,91,0,2.52,-0.7
22,2021-05-12 0:30,0,0.439,91.6,0,2.52,-0.8
23,2021-05-12 1:00,0,0.079,92,0.5,2.01,-1.1
24,2021-05-12 1:30,0,0.163,91.9,0.5,2.52,-1
25,2021-05-12 2:00,0,-0.199,92.3,0,2.01,-1.3
26,2021-05-12 2:30,0,-0.339,92.8,0,2.01,-1.4
27,2021-05-12 3:00,0,-0.535,92.9,0.5,2.52,-1.5
28,2021-05-12 3:30,0,-0.535,92.8,0,2.01,-1.6
29,2021-05-12 4:00,0,-0.873,93.2,0,1.51,-1.8
30,2021-05-12 4:30,0,-0.845,93.2,0,2.01,-1.8
31,2021-05-12 5:00,0,-1.043,93.1,0,2.01,-2
32,2021-05-12 5:30,0,-1.213,93,0.5,2.01,-2.2
33,2021-05-12 6:00,0,-1.213,93.2,0,2.01,-2.2
34,2021-05-12 6:30,0,-1.242,93.1,0,2.01,-2.2
35,2021-05-12 7:00,0,-1.128,93.1,0,1.51,-2.1
36,2021-05-12 7:30,0,-1.015,92.9,0,2.01,-2
37,2021-05-12 8:00,0,-0.845,92.9,0,1.51,-1.9
38,2021-05-12 8:30,0,-0.535,93.1,0,1.51,-1.5
39,2021-05-12 9:00,0,0.797,90.7,0,1.51,-0.6
40,2021-05-12 9:30,0,3.274,80,0,1.51,0.2
41,2021-05-12 10:00,0,4.74,74.4,0,1.01,0.6
42,2021-05-12 10:30,0,8.245,63.9,0,1.51,1.8
43,2021-05-12 11:00,0,10.492,45,0,2.01,-0.9
44,2021-05-12 11:30,0,10.907,41.3,0.5,5.54,-1.7
45,2021-05-12 12:00,0,11.346,38.8,1.01,5.03,-2.2
46,2021-05-12 12:30,0,10.956,38.3,1.01,6.04,-2.7
47,2021-05-12 13:00,0,12.606,35.7,0.5,4.03,-2.2
48,2021-05-12 13:30,0,12.678,31.1,0.5,5.03,-4
49,2021-05-12 14:00,0,13.906,30.9,0.5,5.03,-3
50,2021-05-12 14:30,0,13.449,30.1,1.51,7.55,-3.7
51,2021-05-12 15:00,0,13.954,30.3,1.51,10.07,-3.2
52,2021-05-12 15:30,0,14.792,30.3,0.5,5.03,-2.5
53,2021-05-12 16:00,0,13.594,30.1,1.01,5.03,-3.6
54,2021-05-12 16:30,0,14.194,29.2,0.5,3.52,-3.5
55,2021-05-12 17:00,0,13.786,32,0,3.02,-2.6
56,2021-05-12 17:30,0,12.944,32.2,0.5,4.53,-3.3
57,2021-05-12 18:00,0,12.509,34.1,1.01,5.54,-2.9
58,2021-05-12 18:30,0,12.025,36.9,0.5,4.03,-2.2
59,2021-05-12 19:00,0,11.127,40.5,0.5,4.03,-1.8
60,2021-05-12 19:30,0,11.053,43.2,0.5,6.54,-1
61,2021-05-12 20:00,0,10.492,44.7,0,3.52,-1
62,2021-05-12 20:30,0,9.952,51.6,0,4.53,0.5
63,2021-05-12 21:00,0,9.139,53.9,0,2.01,0.3
64,2021-05-12 21:30,0,8.941,54.6,0,2.52,0.3
65,2021-05-12 22:00,0,7.945,60.9,0,2.01,0.9
66,2021-05-12 22:30,0,7.268,63,0,2.01,0.7
67,2021-05-12 23:00,0,7.091,63.5,0,2.01,0.6
68,2021-05-12 23:30,0,7.72,61.3,0,2.01,0.8
69,2021-05-13 0:00,0,7.945,61.2,0,2.01,0.9
70,2021-05-13 0:30,0,7.268,62.4,0,1.51,0.6
71,2021-05-13 1:00,0,6.661,66.9,0,2.01,1
72,2021-05-13 1:30,0,7.569,62.2,0.5,4.03,0.8
73,2021-05-13 2:00,0,7.995,60.4,0.5,4.03,0.8
74,2021-05-13 2:30,0,7.015,64.1,1.01,5.03,0.7
75,2021-05-13 3:00,0,5.488,69.7,0,2.52,0.4
76,2021-05-13 3:30,0,4.428,73.3,0.5,3.02,0.1
77,2021-05-13 4:00,0,3.827,75.8,0.5,2.52,0
78,2021-05-13 4:30,0,3.801,76.2,0.5,3.02,0
79,2021-05-13 5:00,0,3.775,76.1,0.5,3.02,0
80,2021-05-13 5:30,0,3.932,76,1.01,3.52,0.1
81,2021-05-13 6:00,0,4.011,75.7,0.5,3.52,0.1
82,2021-05-13 6:30,0,3.88,76.8,0.5,3.02,0.2
83,2021-05-13 7:00,0,4.792,74,0.5,3.52,0.6
84,2021-05-13 7:30,0,5.154,72,0,3.02,0.5
85,2021-05-13 8:00,0,4.714,76.1,0,2.01,0.9
86,2021-05-13 8:30,0,4.973,76.4,0,1.51,1.2
87,2021-05-13 9:00,0,6.128,73.5,0,0.5,1.8
88,2021-05-13 9:30,0,6.56,73.5,0,0,2.2
89,2021-05-13 10:00,0,6.484,72.8,0,1.01,2
90,2021-05-13 10:30,0,5.898,82.7,0,0.5,3.2
91,2021-05-13 11:00,0,5.949,82.3,0,0,3.2
92,2021-05-13 11:30,0,6.535,80,0,0,3.3
93,2021-05-13 12:00,0,7.368,77.2,0,0,3.6
94,2021-05-13 12:30,0,7.419,75.3,0,0,3.3
95,2021-05-13 13:00,0,7.72,73.9,0,1.01,3.4
96,2021-05-13 13:30,0,8.767,67.8,0,1.51,3.2
97,2021-05-13 14:00,0,12.364,56.4,0,2.52,3.9
98,2021-05-13 14:30,0,14.098,49.7,0.5,4.03,3.8
99,2021-05-13 15:00,0,14.649,44.4,1.01,4.53,2.7
100,2021-05-13 15:30,0,15.533,38.6,1.01,3.52,1.5
101,2021-05-13 15:59,0,12.92,46.2,1.01,4.53,1.7
102,2021-05-13 16:29,0,14.385,41.2,1.51,4.03,1.4
103,2021-05-13 16:59,0,14.457,41.2,1.01,3.52,1.4
104,2021-05-13 17:29,0,12.001,49.2,2.01,5.54,1.7
105,2021-05-13 17:59,0,12.05,58.5,0.5,3.02,4.2
106,2021-05-13 18:29,0,11.394,61.4,0.5,2.52,4.2
107,2021-05-13 18:59,0,10.075,67.8,0,2.01,4.4
108,2021-05-13 19:29,0,10.883,66.7,0,1.51,4.9
109,2021-05-13 19:59,0,10.736,61.6,0,2.52,3.7
110,2021-05-13 20:29,0,8.095,73.7,1.01,5.03,3.7
111,2021-05-13 20:59,0,7.167,82.3,0,1.51,4.4
112,2021-05-13 21:29,0,6.484,82.2,0,0.5,3.7
113,2021-05-13 21:59,0,6.306,81.6,0,1.51,3.4
114,2021-05-13 22:29,0.4,6.331,83,0,1.51,3.7
115,2021-05-13 22:59,1.2,5.668,91,0,2.01,4.3
116,2021-05-13 23:29,0.8,5.334,91.1,0.5,3.02,4
117,2021-05-13 23:59,0,4.947,91.6,0.5,3.52,3.7
118,2021-05-14 0:29,0,4.506,94.2,0,0,3.7
119,2021-05-14 0:59,0,3.906,94.9,0,1.51,3.2
120,2021-05-14 1:29,0,3.301,94.7,0,2.01,2.5
121,2021-05-14 1:59,0,2.744,94.6,0,2.52,2
122,2021-05-14 2:29,0,2.396,94.1,0.5,2.52,1.5
123,2021-05-14 2:59,0,2.101,94.1,0.5,3.02,1.3
124,2021-05-14 3:29,0,1.94,93.8,0.5,3.02,1
125,2021-05-14 3:59,0,1.751,93.9,0,2.01,0.9
126,2021-05-14 4:29,0,1.48,94.7,0,2.01,0.7
127,2021-05-14 4:59,0,1.453,94.7,0,1.51,0.7
128,2021-05-14 5:29,0,1.262,94.9,0,2.01,0.5
129,2021-05-14 5:59,0,1.071,95,0,1.51,0.4
130,2021-05-14 6:29,0,0.632,95.1,0,1.51,-0.1
131,2021-05-14 6:59,0,1.126,96.3,0,1.01,0.6
132,2021-05-14 7:29,0,1.235,95.9,0,2.01,0.7
133,2021-05-14 7:59,0,1.398,95.6,0,1.01,0.8
134,2021-05-14 8:29,0,1.751,95.5,0,0,1.1
135,2021-05-14 8:59,0,2.93,96.2,0,0,2.4
136,2021-05-14 9:29,0,4.141,95.4,0,0,3.5
137,2021-05-14 9:59,0,5.77,89.4,0,0,4.2
138,2021-05-14 10:29,0,8.965,80.4,0,0,5.8
139,2021-05-14 10:59,0,12.001,61.4,0,0.5,4.8
140,2021-05-14 11:29,0,12.413,46.9,0,3.02,1.4
141,2021-05-14 11:59,0,13.449,41.5,0.5,2.52,0.6
142,2021-05-14 12:29,0,13.642,37.8,0.5,3.02,-0.5
143,2021-05-14 12:59,0,14.026,35.3,0,3.02,-1.1
144,2021-05-14 13:29,0,14.649,36.4,0,2.01,-0.1
145,2021-05-14 13:59,0,15.581,33,0,2.52,-0.6
146,2021-05-14 14:29,0,14.816,33,0.5,3.52,-1.3
147,2021-05-14 14:59,0,16.249,30.8,0,3.02,-1
148,2021-05-14 15:29,0,14.96,31.5,0,2.52,-1.8
149,2021-05-14 15:59,0,17.677,27.7,0,2.52,-1.2
150,2021-05-14 16:29,0,17.201,24,1.01,5.54,-3.5
151,2021-05-14 16:59,0,18.39,24.4,1.01,6.04,-2.3
152,2021-05-14 17:29,0,15.629,27.6,0.5,4.53,-3
153,2021-05-14 17:59,0,15.676,28.1,0,4.03,-2.7
154,2021-05-14 18:29,0,17.796,26.5,0.5,5.03,-1.7
155,2021-05-14 18:59,0,16.201,32.1,0.5,4.53,-0.5
156,2021-05-14 19:29,0,16.606,26.1,0.5,3.52,-2.9
157,2021-05-14 19:59,0,12.195,46.9,0.5,4.03,1.2
158,2021-05-14 20:29,0,11.175,49.8,0.5,2.52,1.1
159,2021-05-14 20:59,0,10.834,48,0.5,4.53,0.3
160,2021-05-14 21:29,0,9.952,50.8,0.5,2.52,0.2
161,2021-05-14 21:59,0,9.312,50.3,1.01,3.02,-0.5
162,2021-05-14 22:29,0,8.319,52.7,1.01,4.03,-0.8
163,2021-05-14 22:59,0,7.318,56.6,0.5,3.02,-0.7
164,2021-05-14 23:29,0,6.763,57.9,0.5,3.02,-0.9
165,2021-05-14 23:59,0,6.026,60.2,0.5,2.52,-1.1
166,2021-05-15 0:29,0,5.514,61.9,0,1.51,-1.2
167,2021-05-15 0:59,0,5.231,63.2,0,2.01,-1.2
168,2021-05-15 1:29,0,4.558,66.1,0,2.01,-1.2
169,2021-05-15 1:59,0,4.506,66.4,0.5,2.52,-1.2
170,2021-05-15 2:29,0,4.246,67.2,0,1.51,-1.3
171,2021-05-15 2:59,0,2.69,76,0,1.01,-1.1
172,2021-05-15 3:29,0,3.354,72.2,0,1.51,-1.2
173,2021-05-15 3:59,0,2.877,74.3,0,2.01,-1.2
174,2021-05-15 4:29,0,2.423,76.6,0,1.51,-1.3
175,2021-05-15 4:59,0,1.534,80,0,1.51,-1.5
176,2021-05-15 5:29,0,1.615,78.6,0,1.51,-1.7
177,2021-05-15 5:59,0,1.208,82.7,0,1.51,-1.4
178,2021-05-15 6:29,0,1.017,83.9,0,1.01,-1.4
179,2021-05-15 6:59,0,0.77,84.3,0,1.51,-1.6
180,2021-05-15 7:29,0,0.797,85.2,0,1.01,-1.4
181,2021-05-15 7:59,0,1.724,83,0,2.01,-0.9
182,2021-05-15 8:29,0,2.396,82.7,0,1.51,-0.2
183,2021-05-15 8:59,0,4.818,74.6,0,0.5,0.7
184,2021-05-15 9:29,0,6.914,69.7,0,0,1.8
185,2021-05-15 9:59,0,10.075,54.4,0,0,1.3
186,2021-05-15 10:29,0,13.401,37.9,0,0.5,-0.7
187,2021-05-15 10:59,0,14.314,34.7,0,3.02,-1
188,2021-05-15 11:29,0,14.697,32.7,1.01,6.04,-1.5
189,2021-05-15 11:59,0,16.225,29.6,0.5,4.03,-1.5
190,2021-05-15 12:29,0,16.701,26.9,1.01,4.53,-2.4
191,2021-05-15 12:59,0,16.749,26.7,1.01,5.03,-2.5
192,2021-05-15 13:29,0,17.463,26.6,1.01,6.04,-1.9
193,2021-05-15 13:59,0,18.295,24.4,1.51,7.55,-2.4
194,2021-05-15 14:29,0,19.27,23.8,1.51,6.04,-1.9
195,2021-05-15 14:59,0,18.794,23.1,1.01,5.03,-2.7
196,2021-05-15 15:29,0,18.961,24.1,1.51,6.04,-2
197,2021-05-15 15:59,0,18.842,23.3,1.01,6.04,-2.5
198,2021-05-15 16:29,0,19.532,24,1.51,6.54,-1.6
199,2021-05-15 16:59,0,20.222,23.1,1.51,8.56,-1.5
200,2021-05-15 17:29,0,20.15,21.9,1.01,6.04,-2.3
201,2021-05-15 17:59,0,20.079,21.7,1.01,5.03,-2.5
202,2021-05-15 18:29,0,19.722,22.8,1.51,7.55,-2.1
203,2021-05-15 18:59,0,19.555,22.8,1.51,6.54,-2.2
204,2021-05-15 19:29,0,19.294,23.8,1.01,6.04,-1.9
205,2021-05-15 19:59,0,17.724,25.4,1.01,6.04,-2.3
206,2021-05-15 20:29,0,16.63,28.1,1.01,4.53,-1.9
207,2021-05-15 20:59,0,12.34,41.1,0.5,4.03,-0.5
208,2021-05-15 21:29,0,11.127,45.7,1.01,3.52,-0.1
209,2021-05-15 21:59,0,10.516,47.2,1.01,4.03,-0.3
210,2021-05-15 22:29,0,9.879,49,1.51,4.53,-0.3
211,2021-05-15 22:59,0,9.435,49.8,2.01,4.53,-0.5
212,2021-05-15 23:29,0,9.485,50.3,1.01,3.52,-0.3
213,2021-05-15 23:59,0,8.916,51.9,1.01,4.03,-0.4
214,2021-05-16 0:29,0,8.643,52.4,1.01,4.53,-0.5
215,2021-05-16 0:59,0,8.295,53.8,1.51,4.53,-0.5
216,2021-05-16 1:29,0,7.544,57.4,1.51,4.03,-0.3
217,2021-05-16 1:59,0,7.67,57,1.51,4.03,-0.3
218,2021-05-16 2:29,0,7.192,59.4,1.51,4.03,-0.2
219,2021-05-16 2:59,0,7.318,59.6,1.51,4.03,0
220,2021-05-16 3:29,0,7.368,59.8,1.01,3.52,0.1
221,2021-05-16 3:59,0,6.99,62,0.5,3.02,0.2
222,2021-05-16 4:29,0,6.509,63.3,0,2.01,0
223,2021-05-16 4:59,0,5.847,65.4,0,2.01,-0.1
224,2021-05-16 5:29,0,4.584,70.8,0,1.01,-0.3
225,2021-05-16 5:59,0,5.565,69.8,0,2.01,0.5
226,2021-05-16 6:29,0,5.282,72.4,0,1.51,0.7
227,2021-05-16 6:59,0,5.77,71.1,0,2.01,0.9
228,2021-05-16 7:29,0,6.281,71.4,0,1.51,1.5
229,2021-05-16 7:59,0,6.102,70.8,0,1.01,1.2
230,2021-05-16 8:29,0,6.94,72.7,0,0.5,2.4
231,2021-05-16 8:59,0,8.519,64.3,0,0.5,2.2
232,2021-05-16 9:29,0,10.296,56.5,0,1.01,2
233,2021-05-16 9:59,0,12.122,50.6,0,2.52,2.2
234,2021-05-16 10:29,0,15.915,39.2,0,1.51,2.1
235,2021-05-16 10:59,0,17.415,34.2,0.5,5.03,1.5
236,2021-05-16 11:29,0,19.056,31.7,1.01,4.03,1.9
237,2021-05-16 11:59,0,19.199,31.3,0.5,4.03,1.8
238,2021-05-16 12:29,0,19.77,29.7,1.51,7.05,1.6
239,2021-05-16 12:59,0,19.651,29.1,1.51,6.04,1.2
240,2021-05-16 13:29,0,19.46,28.6,1.51,6.54,0.8
241,2021-05-16 13:59,0,20.841,26.7,1.51,5.54,1
242,2021-05-16 14:29,0,20.436,25.7,1.51,7.05,0.1
243,2021-05-16 14:59,0,21.437,24.5,1.01,7.55,0.3
244,2021-05-16 15:29,0,21.772,24.2,1.51,8.05,0.4
245,2021-05-16 15:59,0,22.609,22.2,1.51,7.55,0
246,2021-05-16 16:29,0,23.785,22,1.01,6.04,0.8
247,2021-05-16 16:59,0,23.064,22.8,1.01,6.54,0.7
248,2021-05-16 17:29,0,23.376,22.2,1.01,6.54,0.6
249,2021-05-16 17:59,0,23.521,20.7,1.01,6.54,-0.2
250,2021-05-16 18:29,0,23.304,20.9,1.01,4.53,-0.3
251,2021-05-16 18:59,0,20.913,28,1.01,5.03,1.7
252,2021-05-16 19:29,0,19.436,30.6,0.5,4.53,1.7
253,2021-05-16 19:59,0,17.368,35.2,0.5,5.03,1.8
254,2021-05-16 20:29,0,15.223,39.5,1.01,2.52,1.5
255,2021-05-16 20:59,0,14.314,41.7,1.01,3.52,1.5
256,2021-05-16 21:29,0,13.93,42.3,1.01,4.03,1.3
257,2021-05-16 21:59,0,12.968,43.6,1.01,4.53,0.9
258,2021-05-16 22:29,0,12.34,44.8,1.51,4.03,0.7
259,2021-05-16 22:59,0,12.098,45.6,1.51,5.03,0.7
260,2021-05-16 23:29,0,11.783,46.4,1.51,4.03,0.7
261,2021-05-16 23:59,0,12.461,44.2,1.01,3.52,0.6
262,2021-05-17 0:29,0,11.662,46.3,1.51,4.03,0.5
263,2021-05-17 0:59,0,10.345,51,1.01,4.03,0.7
264,2021-05-17 1:29,0,11.637,45.7,0.5,3.02,0.3
265,2021-05-17 1:59,0,10.492,49.8,1.01,4.03,0.5
266,2021-05-17 2:29,0,9.805,53,1.01,4.03,0.7
267,2021-05-17 2:59,0,10.198,52.2,1.01,4.03,0.8
268,2021-05-17 3:29,0,10.247,52.5,1.01,3.52,1
269,2021-05-17 3:59,0,9.854,54.1,1.01,4.03,1
270,2021-05-17 4:29,0,10.124,53.1,1.51,4.53,1
271,2021-05-17 4:59,0,9.336,55.9,1.01,4.03,1
272,2021-05-17 5:29,0,8.543,59.7,0.5,3.02,1.2
273,2021-05-17 5:59,0,8.494,61.1,0.5,2.52,1.4
274,2021-05-17 6:29,0,8.369,62.3,0.5,2.52,1.6
275,2021-05-17 6:59,0,8.369,63,0.5,3.52,1.7
276,2021-05-17 7:29,0,8.145,64.9,0.5,3.02,1.9
277,2021-05-17 7:59,0,8.543,64.6,0.5,3.02,2.3
278,2021-05-17 8:29,0,8.369,66.3,0,2.52,2.5
279,2021-05-17 8:59,0,10.59,59,0,1.51,2.9
280,2021-05-17 9:29,0,12.992,50.3,0,2.01,2.9
281,2021-05-17 9:59,0,16.463,35.5,0,5.03,1.2
282,2021-05-17 10:29,0,17.748,31.2,0.5,3.52,0.5
283,2021-05-17 10:59,0,18.58,29.3,0.5,6.04,0.4
284,2021-05-17 11:29,0,19.056,28.4,1.51,8.05,0.3
285,2021-05-17 11:59,0,19.817,28.3,1.51,12.08,0.9
286,2021-05-17 12:29,0,20.46,26.8,1.01,6.54,0.7
287,2021-05-17 12:59,0,19.912,26.2,1.51,8.05,0
288,2021-05-17 13:29,0,20.817,25.6,1.01,7.55,0.4
289,2021-05-17 13:59,0,21.199,24,2.01,8.05,-0.2
290,2021-05-17 14:29,0,21.819,22.4,1.51,8.05,-0.6
291,2021-05-17 14:59,0,21.795,22.5,2.01,8.56,-0.5
292,2021-05-17 15:29,0,23.905,21.7,2.01,9.06,0.7
293,2021-05-17 15:59,0,24.122,19.2,1.51,9.06,-0.8
294,2021-05-17 16:29,0,22.824,18.7,2.52,12.08,-2.2
295,2021-05-17 16:59,0,23.713,16.9,1.51,13.59,-2.8
296,2021-05-17 17:29,0,23.569,16.4,1.51,10.57,-3.4
297,2021-05-17 17:59,0,23.352,16.4,2.01,10.57,-3.5
298,2021-05-17 18:29,0,22.824,16.6,1.51,9.56,-3.8
299,2021-05-17 18:59,0,22.585,17.1,1.51,9.06,-3.6
300,2021-05-17 19:29,0,21.342,18.6,1.51,9.06,-3.5
301,2021-05-17 19:59,0,19.817,21,1.01,5.54,-3.1
302,2021-05-17 20:29,0,19.532,22,0.5,6.54,-2.7
303,2021-05-17 20:59,0,15.796,32.7,0.5,3.52,-0.6
304,2021-05-17 21:29,0,16.558,31.9,0.5,6.04,-0.2
305,2021-05-17 21:59,0,15.247,54.7,0.5,5.54,6.2
306,2021-05-17 22:29,0,14.17,63.5,2.01,5.54,7.4
307,2021-05-17 22:59,0,13.954,67.1,1.51,4.53,8
308,2021-05-17 23:29,0.2,11.759,85.3,0.5,2.52,9.4
309,2021-05-17 23:59,0,11.053,87.6,0,2.01,9.1
310,2021-05-18 0:29,0,9.977,90,0,3.02,8.4
311,2021-05-18 0:59,0,9.78,90.7,0,3.02,8.3
312,2021-05-18 1:29,0,9.435,91.3,0,2.01,8.1
313,2021-05-18 1:59,0,9.015,92,0,2.52,7.8
314,2021-05-18 2:29,0,8.693,92.6,0,2.52,7.6
315,2021-05-18 2:59,0,8.295,92.7,0,1.51,7.2
316,2021-05-18 3:29,0,8.295,92.9,0,2.52,7.2
317,2021-05-18 3:59,0.4,8.145,94.3,0,1.01,7.3
318,2021-05-18 4:29,0.2,8.17,93.4,0,1.01,7.2
319,2021-05-18 4:59,1,7.343,93.9,0,4.03,6.4
320,2021-05-18 5:29,0,6.94,91.5,0,2.52,5.7
321,2021-05-18 5:59,0,6.788,92.6,0,3.52,5.7
322,2021-05-18 6:29,0,6.306,94.8,0,1.01,5.5
323,2021-05-18 6:59,0,7.015,93.1,0,1.51,6
324,2021-05-18 7:29,0,7.419,92,0,1.01,6.2
325,2021-05-18 7:59,0,7.393,88.3,0,1.51,5.6
326,2021-05-18 8:29,0,8.742,68.6,0.5,5.03,3.3
327,2021-05-18 8:59,0,9.682,55.1,0.5,6.04,1.1
328,2021-05-18 9:29,0.2,5.616,82,1.51,8.56,2.8
329,2021-05-18 9:59,0.2,5.36,83.4,1.51,8.05,2.8
330,2021-05-18 10:29,0,7.795,70.2,0.5,4.03,2.7
331,2021-05-18 10:59,0,8.494,60.2,1.51,7.55,1.2
332,2021-05-18 11:29,0.2,9.139,53.8,1.51,7.55,0.3
333,2021-05-18 11:59,0,7.242,53.1,2.01,11.07,-1.7
334,2021-05-18 12:29,0,9.04,47.4,1.51,8.05,-1.5
335,2021-05-18 12:59,0,7.569,44.3,2.52,14.09,-3.8
336,2021-05-18 13:29,0,6.382,60.8,2.52,12.08,-0.6
337,2021-05-18 13:59,0.2,2.85,80.4,2.01,9.06,-0.2
338,2021-05-18 14:29,0,3.749,78,1.51,9.06,0.3
339,2021-05-18 14:59,0,3.406,76.9,1.51,11.07,-0.3
340,2021-05-18 15:29,0,5.565,52.8,1.51,8.56,-3.3
341,2021-05-18 15:59,0,7.82,36.6,2.01,9.06,-6.1
342,2021-05-18 16:29,0,7.895,34,2.52,13.59,-7
343,2021-05-18 16:59,0,7.242,32,3.52,13.59,-8.3
344,2021-05-18 17:29,0,8.145,29.5,3.02,14.59,-8.6
345,2021-05-18 17:59,0,6.56,29.2,3.02,12.58,-10.1
346,2021-05-18 18:29,0,6.281,46.6,2.52,11.58,-4.3
347,2021-05-18 18:59,0,7.041,34.7,1.01,7.05,-7.5
348,2021-05-18 19:29,0,6.357,31.7,2.01,8.05,-9.2
349,2021-05-18 19:59,0,6.331,31.4,2.01,8.05,-9.4
350,2021-05-18 20:29,0,5.745,30.1,1.51,7.55,-10.4
351,2021-05-18 20:59,0,5.154,30.9,1.51,7.55,-10.6
352,2021-05-18 21:29,0,4.844,31,2.01,11.07,-10.9
353,2021-05-18 21:59,0,4.506,32.5,1.01,6.04,-10.6
354,2021-05-18 22:29,0,4.402,32.8,1.01,8.56,-10.5
355,2021-05-18 22:59,0,4.324,32.5,1.51,11.07,-10.7
356,2021-05-18 23:29,0,3.958,33.5,1.01,8.05,-10.7
357,2021-05-18 23:59,0,3.906,34.1,1.51,11.07,-10.5
358,2021-05-19 0:29,0,3.854,34.4,1.51,7.55,-10.4
359,2021-05-19 0:59,0,3.591,35.7,1.01,6.04,-10.2
360,2021-05-19 1:29,0,3.248,38.3,1.01,9.06,-9.6
361,2021-05-19 1:59,0,2.744,40,1.01,7.55,-9.5
362,2021-05-19 2:29,0,3.168,38.6,0.5,6.54,-9.6
363,2021-05-19 2:59,0,2.61,41.5,0,4.03,-9.2
364,2021-05-19 3:29,0,3.142,39.4,0.5,6.54,-9.3
365,2021-05-19 3:59,0,2.664,41.6,0.5,4.03,-9.1
366,2021-05-19 4:29,0,2.477,43,0,3.02,-8.8
367,2021-05-19 4:59,0,2.182,43.4,0,4.53,-9
368,2021-05-19 5:29,0,2.343,43.4,0,3.52,-8.8
369,2021-05-19 5:59,0,1.507,49.2,0,3.02,-8
370,2021-05-19 6:29,0,1.507,48.9,0,2.52,-8.1
371,2021-05-19 6:59,0,2.289,45.7,0,2.52,-8.2
372,2021-05-19 7:29,0,2.423,46.5,0,3.02,-7.9
373,2021-05-19 7:59,0,2.717,44.7,0,2.01,-8.1
374,2021-05-19 8:29,0,3.221,41.3,0.5,3.52,-8.7
375,2021-05-19 8:59,0,3.696,41,0,3.52,-8.3
376,2021-05-19 9:29,0,4.22,42.1,0,3.52,-7.5
377,2021-05-19 9:59,0,4.662,42.8,0,2.52,-6.9
378,2021-05-19 10:29,0,4.766,41.7,0,3.02,-7.1
379,2021-05-19 10:59,0,5.847,44.7,1.01,4.03,-5.3
380,2021-05-19 11:29,0,6.99,46.7,1.01,4.53,-3.6
381,2021-05-19 11:59,0,7.066,50.9,2.52,6.04,-2.4
382,2021-05-19 12:29,0,5.231,54.1,2.52,6.04,-3.3
383,2021-05-19 12:59,0,5.539,55.7,1.01,5.03,-2.6
384,2021-05-19 13:29,0,6,57.5,1.01,5.03,-1.7
385,2021-05-19 13:59,0,3.67,72.7,2.01,6.04,-0.8
386,2021-05-19 14:29,0,2.101,83.8,3.02,7.05,-0.4
387,2021-05-19 14:59,0,1.017,89.3,1.51,5.54,-0.5
388,2021-05-19 15:29,0.2,0.77,92.7,0.5,3.52,-0.3
389,2021-05-19 15:59,0,0.273,94.5,0,2.01,-0.5
390,2021-05-19 16:29,0,0.19,95.1,0,0,-0.5
391,2021-05-19 16:59,0,0.107,95.5,0,0,-0.5
392,2021-05-19 17:29,0,-0.143,95.9,0,0,-0.7
393,2021-05-19 17:59,0,-0.088,96,0,0,-0.7
394,2021-05-19 18:29,0,-0.227,96.3,0,0,-0.7
395,2021-05-19 18:59,0,-0.032,96.3,0,0,-0.6
396,2021-05-19 19:29,0,-0.648,96.6,0,0,-1.1
397,2021-05-19 19:59,0,-0.367,96.7,0,0,-0.8
398,2021-05-19 20:29,0,-0.507,96.8,0,0,-1
399,2021-05-19 20:59,0,-0.507,96.6,0,0,-1
400,2021-05-19 21:29,0,-0.591,96.3,0,0,-1.1
